equipment_type_desc,circuit_label_type_desc,sum_power,category
Basement Outlet,Other,0.241,Other
"Basement Outlet, Etc.",Other,6.907,Other
Basement Outlets,Other,74.08,Other
Basement Plug,Other,17.758,Other
Basement Plugs,Other,325.01,Other
Basement Plugs/ Dining Plugs,Other,10.026,Other
Basement Rec Room Lights,Other,0.34900000000000003,Other
Basement Receptacles,Other,214.065,Other
"Basement, Kitchen & Dining Room Lights",Other,183.059,Other
Basement/Camper,Other,11.934,Other
Bath,Other,27.425000000000004,Other
Bath,Other,34.687,Other
Bath And Garage,Other,163.917,Other
"Bath Fans, Hall & Master",Other,78.273,Other
Bath Floor,Other,244.038,Other
Bath FR,Other,0,Other
Bath GFCI Outlet,Other,4.211,Other
Bath GFI,Other,9.867,Other
Bath Heat,Other,14.404,Other
Bath Heat APPL,Other,93.098,Other
Bath Heater,Other Zonal Heat,0.17300000000000001,Heating
Bath Heater,Other,86.257,Other
Bath Lights,Other,16.016,Other
Bath Outlet,Other,22.246000000000002,Other
Bath Outlets,Other,138.434,Other
Bath Outlets,Other,25.301000000000002,Other
Bath Plug,Other,3.8120000000000003,Other
Bath Plugs,Other,22.761,Other
Bath Plugs,Other,8.98,Other
Bath Room,Other,22.952,Other
Bath/ M. Bedroom,Other,42.695,Other
Bath/Bed Lts,Other,383.27,Other
Bath/Utility GFI,Other,28.500999999999998,Other
Bath/utility Room,Other,7.857,Other
Bathroom,Other,119.35400000000001,Other
Bathroom,Other,323.684,Other
Bathroom - Dine,Other,391.112,Other
Bathroom & Patio Outlets,Other,209.332,Other
Bathroom 1 Septic Pump,Other With Solar,8.667,Other
Bathroom 2&3,Other,9.682,Other
Bathroom Electric Ceiling Radiant Heat,Other,309.452,Other
Bathroom Floor Heat,Other Zonal Heat,266.229,Heating
Bathroom GFCI,Other,393.13100000000003,Other
Bathroom GFCI & Dishwasher,Other,35.388,Other
Bathroom GFCI Outlets,Other,0.007,Other
Bathroom GFI,Other,95.908,Other
Bathroom Heat,Other,0.012,Other
Bathroom Heat/vent,Other,107.399,Other
Bathroom Light/fan,Other,42.21,Other
Bathroom Lights,Other,62.416,Other
Bathroom Lights & Fan,Other,111.255,Other
Bathroom Lights And Outlets,Other,334.048,Other
Bathroom Lights And Plugs,Other,10.999,Other
Bathroom Near Entry - Outlets,Other,6.437,Other
Bathroom Near Entry And Guest Room - Outlets,Other,69.74300000000001,Other
Bathroom Outlet,Other,4.518,Other
Bathroom Outlet - Not Installed,Other,0.001,Other
Bathroom Outlets,Other,3.111,Other
Bathroom Outlets,Other,30.944,Other
Bathroom Plugs,Other,0.005,Other
Bathroom Receptacles,Other,88.004,Other
Bathroom Wall,Other,17.408,Other
"Bathroom, Kitchen",Other,56.421,Other
Bathrooms,Other,7.897,Other
Bathtub Heater,Other,0,Other
Bathtub Pump,Other,0,Other
Bed 2 & 3,Other,103.716,Other
Bed 2-3,Other,44.18,Other
Bed/bath,Other,63.211,Other
Bed/Bath Heat,Other Zonal Heat,41.903,Heating
Bedroom,Other,106.986,Other
Bedroom,Other,143.981,Other
"Bedroom & Closet, Master Bath Lights & Fan, Wall",Other,60.475,Other
"Bedroom 1&2, Porch Light, Kitchen",Other,195.271,Other
Bedroom 3 Outlets,Other,0,Other
Bedroom And Bathroom,Other,53.228,Other
Bedroom Baseboard Heaters,Electric Baseboard Heaters,0.007,Heating
Bedroom Cct 1,Other,0,Other
Bedroom Cct 2,Other,83.066,Other
Bedroom Cct 3,Other,1335.626,Other
Bedroom Circuit,Other,22.17,Other
Bedroom Circuit 1,Other,268.571,Other
Bedroom Circuit 2,Other,238.645,Other
Bedroom Closet,Other,0,Other
Bedroom Light,Other,120.24,Other
Bedroom Lights,Other,112.645,Other
Bedroom Lights,Other,309.211,Other
Bedroom Lights & Plugs,Other,548.146,Other
Bedroom Lights + Plugs,Other,262.719,Other
Bedroom Lights And Outlets,Other,666.0160000000001,Other
"Bedroom Outlet, Etc.",Other,21.654,Other
Bedroom Outlets,Other,121.208,Other
Bedroom Outlets,Other,386.46,Other
Bedroom Plug,Other,94.534,Other
Bedroom Plugs,Other,54.182,Other
Bedroom Plugs + Lights,Other,70.29599999999999,Other
Bedroom Power,Other,31.526,Other
Bedroom Radiant Ceiling Heat,Other,31.559,Other
Bedroom/playroom,Other,277.914,Other
Bedrooms,Other,198.227,Other
Bedrooms,Other,800.443,Other
"Beds 2&3 Plugs & Lights, Main Bath Plugs & Lights",Other,13.114,Other
"Beds 3&4 Plugs & Lights, Master Bed Plugs & Lights",Other,93.254,Other
Bidet,Other,14.032,Other
Bk Bedroom 1,Other,8.928,Other
Bk Bedroom 2,Other,123.13000000000001,Other
Blank,Other,251.51000000000002,Other
Blank,Other,135.41,Other
Blank,Other,8.731,Other
Blank,Other,576.744,Other
Blank,Other,60.384,Other
Blank #11,Other,5.517,Other
Blank #9,Other,117.698,Other
Blank 1,Other,456.94,Other
Blank 1,Other,327.996,Other
Blank 10&12,Other,0,Other
Blank 13,Other,0,Other
Blank 2,Other,293.138,Other
Blank 2,Other,0,Other
Blank 3,Other,331.322,Other
Blank 3,Other,36.658,Other
Blank 4,Other,2196.851,Other
Blank 4,Other,5.905,Other
Blank 5,Other,87.716,Other
Blank 6,Other,114.807,Other
Blank 7,Other,6.837,Other
Blank 8,Other,398.792,Other
Blanks 9&11,Other,0,Other
Bonus Room Lights And Outlets,Other,0.001,Other
Bonus/entry,Other,294.499,Other
Both Heat Basement Bath,Electric Baseboard Heaters,133.74,Heating
Bottom Oven,Other,2.971,Other
Breakfast Room/master Bedroom,Other,206.293,Other
Buffet Outlet,Other,0,Other
Cadet Heater,Electric Baseboard Heaters,0.271,Heating
Cadet Heater,Other Zonal Heat,18.956,Heating
Cadet Heater,Electric Baseboard Heaters,0,Heating
Cadet Heater,Other Zonal Heat,73.613,Heating
Cadet Heater Downstairs,Other Zonal Heat,0,Heating
Cadet Heater Upstairs,Other Zonal Heat,4.66,Heating
Carport + Outside / Kitchen Outlets,Other,9.414,Other
"Carport, Lights, Recp",Other,56.009,Other
Ceiling Radiant Heat 3,Other Zonal Heat,95.213,Heating
Central AC,Central AC,0.384,AC
Central Fan,Other,103.539,Other
Central Vac,Other,12.966,Other
Central Vac,Other,2.98,Other
Central Vacuum,Other,25.286,Other
Central Vacuum,Other,3.188,Other
Christmas Lights,Other,59.195,Other
Computer,Other,487.478,Other
Computer Outlet Only,Other,116.551,Other
Computer Outlets,Other,59.641,Other
Computer Plugs,Other,8.552,Other
Computer Room,Other,95.756,Other
Computer Room Outlets,Other,31.421,Other
Cook Top,Stove/Oven/Range,90.65,Appliances
Cooktop,Stove/Oven/Range,45.537,Appliances
Counter Cooktop,Stove/Oven/Range,77.09,Appliances
Den,Other,224.881,Other
Den,Other,2.056,Other
Den + Living Room Outlets,Other,120.506,Other
Den + Utility Room Heat,Electric Baseboard Heaters,0.014,Heating
Den Lights / Wall Outlets,Other,0,Other
"Den, Living Rm, Entry, Front Lights",Other,78.348,Other
Den/Liv Room Outlets,Other,254.169,Other
Dine Plugs,Other,73.447,Other
Dine/Kit/Live Lits,Other,1519.203,Other
Dining,Other,45.84,Other
Dining & Kitchen Plugs,Other,119.28500000000001,Other
Dining & Living Rooms,Other,488.175,Other
Dining Plugs - North Wall,Other,529.832,Other
Dining Room,Other,5.058,Other
Dining Room,Other,34.375,Other
Dining Room & Hallway Lights & Outlets,Other,239.873,Other
Dining Room & Kitchen,Other,34.706,Other
Dining Room East Wall Outlets,Other,2.835,Other
Dining Room Lights And Outlets,Other,15.624,Other
Dining Room Outlets,Other,110.85700000000001,Other
Dining Room Plugs,Other,7.2090000000000005,Other
Dining Room Recepts,Other,292.449,Other
Dining Room/north Bedroom,Other,336.846,Other
Dining/Laundry/Bath Lights,Other,77.173,Other
Dishwasher,Dishwasher,100.046,Appliances
Dishwasher,Dishwasher,631.73,Appliances
Dishwasher,Other,0.014,Other
Dishwasher + Garbage Disposal,Other,57.895,Other
Dishwasher/Disposal,Other,4.34,Other
Disposal,Garbage Disposal,199.00300000000001,Appliances
Disposal,Other,59.244,Other
Disposal,Garbage Disposal,212.811,Appliances
Disposal,Other,0.14300000000000002,Other
Disposal & Microwave,Other,21.286,Other
Disposal + Others,Garbage Disposal,0.134,Appliances
Door Opener,Other,145.411,Other
Double Oven,Stove/Oven/Range,151.366,Appliances
Down Bathroom,Other,7.993,Other
Down Bed #1,Other,29.092,Other
Down Bed #2,Other,111.931,Other
Down Bedroom & Office,Other,599.573,Other
Downstairs Bathroom,Other,36.717,Other
Downstairs Bathroom,Other,17.181,Other
Downstairs Bathroom Electric Ceiling Radiant Heat,Other Zonal Heat,0,Heating
Downstairs Bathroom Lights And Outlets,Other,16.058,Other
Downstairs Bathroom Outlets,Other,21.228,Other
Downstairs Bedroom,Other,958.842,Other
Downstairs Bedroom,Other,191.864,Other
Downstairs Bedroom,Other,8.307,Other
Downstairs Bedroom Outlets,Other,1.601,Other
Downstairs East Bedroom,Other,255.539,Other
Downstairs Electronics,Other,169.734,Other
Downstairs Family Room,Other,184.193,Other
Downstairs Lights And Outlets,Other,273.022,Other
Downstairs Lights And Plugs,Other,128.865,Other
Downstairs Master,Other,1129.556,Other
Downstairs Outlets,Other,494.529,Other
Downstairs Plugs,Other,263.304,Other
Downstairs Water Heater,Electric Resistance Storage Water Heaters,157.474,Heating
Dryer,Clothes Dryer,968.101,Appliances
Dryer,Clothes Dryer,1886.372,Appliances
Dryer Plug,Other,0,Other
Ductless HP,Ductless Heatpump,334.396,Heating
Dustin/Ryan,Other,209.647,Other
East And South Side Kitchen Outlets,Other,391.954,Other
Electric - Air Source Heat Pump,Central AC,0.006,AC
Electric - Air Source Heat Pump,Ducted Heatpump,58083.825000000004,Heating
Electric - Central AC,Central AC,873.008,AC
Electric - Central AC,Ducted Heatpump,2953.536,Heating
Electric - Dryer,Clothes Dryer,34516.49799999999,Appliances
Electric - Electric Baseboard,Electric Baseboard Heaters,17924.694,Heating
Electric - Furnace,Electric Furnace,69530.67300000001,Heating
Electric - Furnace,Gas Furnace (Component),98.106,Heating
Electric - Furnace,Other,167.467,Other
Electric - Mini-Split HP,Ductless Heatpump,27150.202999999998,Heating
Electric - Water Heater - Electric Heat Pump,Heat Pump Water Heater,1934,Heating
Electric - Water Heater - Electric Resistance,Electric Resistance Storage Water Heaters,105389.22399999999,Heating
Electric - Water Heater - Electric Resistance,Instantaneous Water Heater (Elec),3591.8179999999998,Heating
Electric - Water Source Heat Pump,Ducted Heatpump,173.7,Heating
Electric - Zonal Heat,Ductless Heatpump,651.127,Heating
Electric - Zonal Heat,Electric Baseboard Heaters,1077.865,Heating
Electric - Zonal Heat,Electric Furnace,474.668,Heating
Electric - Zonal Heat,Other,13.072,Other
Electric - Zonal Heat,Other Zonal Heat,8276.588,Heating
Electric - Zonal Heat,Electric Baseboard Heaters,3.751,Heating
Electric - Zonal Heat,Electric Baseboard Heaters,2446.727,Heating
Electric Baseboard - Dining Room,Electric Baseboard Heaters,0,Heating
Electric Car Charger,Electric Vehicle Charger,452.215,Other
Electric Car Charger - Chevy Bolt,Electric Vehicle Charger,708.182,Other
Electric Cooktop,Stove/Oven/Range,54.273,Appliances
Electric Furnace,Electric Furnace,392.862,Heating
Electric Furnace And Air Handler,Electric Furnace,176.081,Heating
Electric Heat - Full Bath,Other Zonal Heat,0,Heating
Electric Heat - Master Bedroom,Other Zonal Heat,0,Heating
Electric Heat In Dining Room And Living Room,Other,9.308,Other
Electric Heater,Electric Baseboard Heaters,0.028,Heating
Electric Heater Back Bathroom,Other With Solar,69.464,Other
Electric Heaters,Electric Baseboard Heaters,5.946,Heating
Electric Range Plug,Other,0.004,Other
Electric Room Heaters,Other,0.14300000000000002,Other
Electric Room Heaters For Nook & Family Rm,Other Zonal Heat,534.374,Heating
Entry,Other,10.425,Other
Entry,Other,8.851,Other
Entry And Powder,Other,20.564999999999998,Other
Entry And Study,Other,21.439,Other
Entry Area/Kitchen Outlets,Other,72.215,Other
Entry Hall Lights/plugs,Other,418.282,Other
Entry Lights,Other,252.66500000000002,Other
Entry Outside,Other,79.223,Other
"Entry, Hall",Other,6.886,Other
Entry/Kit. Lights,Other,137.336,Other
Entry/Liv Rm,Other,70.118,Other
EV Charger,Electric Vehicle Charger,962.942,Other
EVSE,Electric Vehicle Charger,1840.886,Other
Exterior Lights And Outlets,Other,40.01,Other
Fam Room Plugs,Other,506.474,Other
Family And Dining Room - Outlets And Lights,Other,317.939,Other
Family Lights And Outlets,Other,5.321,Other
Family Rm Nook Patio,Other,179.89600000000002,Other
Family Room,Other,13.684,Other
Family Room,Other,18.167,Other
Family Room & Front Room,Other,311.049,Other
Family Room Circuit,Other,7.5200000000000005,Other
Family Room Lights + Outlets,Other,75.205,Other
Family Room Lights And Outlets,Other,840.265,Other
"Family Room, Den, And Back Porch Lights",Other,285.99399999999997,Other
"Family Room, Downstairs Bath",Other,74.636,Other
Fan,Other,64.931,Other
Feed To Garage Sub-panel,Other With Solar,9704.093,Other
Feed To Sub Panel In Outbuilding,Other,5.283,Other
Fire Place,Other,54.384,Other
Fireplace Blower,Other,2.358,Other
Flood Lights,Other,5.971,Other
Floor Board Plugs,Other,8.193,Other
Floor Heat,Other Zonal Heat,5.295,Heating
Floor Plug,Other,25.302,Other
Foyeur Lights/ Additional Sconces Cans And Fan,Other,8.765,Other
Freezer,Other,199.87800000000001,Other
Freezer,Refrigerator/Freezer,1.04,Appliances
Freezer - Basement,Refrigerator/Freezer,722.979,Appliances
Freezer & Fridge,Other,207.922,Other
Freezer + Others,Other,336.693,Other
Freezer + Plugs,Other,22.465,Other
Freezer Outlets DN,Other,961.389,Other
Freezer Plug,Other,0,Other
"Freezer, Lights, Kitchen",Other,329.144,Other
Fridge / Kitchen Outlets,Other,241.309,Other
Front Area - Lights And Plugs,Other,42.303,Other
Front Bath & Bedroom,Other,91.639,Other
Front Bath Light And Master Bedroom,Other,29.262,Other
Front Porch GFCI,Other,2.976,Other
Front Porch GFI Outlet,Other,50.762,Other
Front Room,Other,43.137,Other
Front Room Lights,Other,61.694,Other
Front Room Lights And Outlets,Other,2.733,Other
Furnace,Electric Furnace,3654.2039999999997,Heating
Furnace,Gas Furnace (Component),1485.536,Heating
Furnace,Other,295.22,Other
Furnace,Electric Furnace,13308.341999999999,Heating
Furnace,Gas Furnace (Component),1681.749,Heating
Furnace,Other,1074.129,Other
Furnace - Not Used,Electric Furnace,0.463,Heating
Furnace  Only,Other,301.114,Other
Furnace,Electric Furnace,720.402,Heating
Furnace,Gas Furnace (Component),227.062,Heating
Furnace,Gas Furnace (Component),255.215,Heating
Furnace,Other,74.337,Other
Furnace & Indoor Fan,Other,359.04,Other
Furnace Backup,Electric Furnace,833.773,Heating
Furnace Backup Heat,Electric Furnace,479.718,Heating
Furnace Condensate Pump,Other,246.40800000000002,Other
Furnace Electric Heat,Electric Furnace,1104.463,Heating
Furnace Fan,Gas Furnace (Component),197.095,Heating
Furnace Fan,Electric Furnace,1637.201,Heating
Furnace Fan,Gas Furnace (Component),735.308,Heating
Furnace Main,Electric Furnace,667.533,Heating
Furnace Plug,Other,3.032,Other
Furnace Power,Gas Furnace (Component),2110.922,Heating
Furnace Power,Gas Furnace (Component),71.311,Heating
Furnace/Central Fan,Gas Furnace (Component),1180.1000000000001,Heating
Furnace/shop Fan,Other,614.095,Other
Future,Other,2.983,Other
Game Room Addition,Other,199.02100000000002,Other
Garage,Other,1008.124,Other
Garage,Other,3399.9959999999996,Other
Garage / Patio / Dining Room Lights,Other,245.496,Other
Garage & Outside GFIs,Other,46.876,Other
Garage + Bath Plugs,Other,44.409,Other
Garage + Out,Other,48.225,Other
Garage And House Sub Panel,Other,1251.208,Other
Garage And Outside,Other,305.971,Other
Garage Bath Kitchen,Other,80.642,Other
Garage Dedicated Circuit,Other,21.556,Other
Garage Door,Other,30.598,Other
Garage Door & Utility,Other,106.628,Other
Garage Door And Light,Other,36.041,Other
Garage Door Opener,Other,109.995,Other
Garage Door Opener,Other,140.945,Other
Garage Door Opener,Other,73.872,Other
"Garage Door Opener, South Wall, Outside",Other,26.314,Other
"Garage Door Opener, West Wall",Other,159.615,Other
Garage Doors,Other,24.227,Other
Garage GFCI,Other,51.338,Other
Garage GFI 1,Other,79.724,Other
Garage GFI 2,Other,17.886,Other
"Garage GFI, Master Bedroom GFI",Other,459.404,Other
Garage Heat,Other,0,Other
Garage Heater,Other Zonal Heat,16.894,Heating
Garage Lights,Other,134.208,Other
Garage Lights,Other,205.727,Other
Garage Lights & Outlets,Other,433.254,Other
Garage Lights And Outlets,Other,236.74900000000002,Other
Garage Lts,Other,67.12100000000001,Other
Garage North,Other,3.5420000000000003,Other
Garage Outlet,Other,53.67,Other
Garage Outlet,Other,0.262,Other
Garage Outlets,Other,3.257,Other
Garage Outlets,Other,72.58500000000001,Other
Garage Outlets,Other,2561.7290000000003,Other
Garage Outlets 1,Other,189.452,Other
Garage Outlets 2,Other,30.095,Other
Garage Outlets 2,Other,114.861,Other
Garage Plugs,Other,147.16400000000002,Other
Garage Plugs,Other,198.43,Other
Garage Plugs 2,Other,0.166,Other
Garage Plugs And Lights,Other,6.676,Other
Garage Power,Other,99.403,Other
Garage Security Lights,Other,123.419,Other
Garage South Side,Other,192.598,Other
Garage Sub Panel,Other,96.479,Other
Garage Sub-panel Feed,Other,491.721,Other
Garage Subpanel,Other,1189.887,Other
Garage Subpanel With Solar,Other With Solar,393.906,Other
Garage West,Other,0.717,Other
"Garage, Backout, Kitchen Dining, Lights",Other,85.479,Other
"Garage, Laundry Lights",Other,212.63,Other
"Garage, Living Room Lts",Other,1237.26,Other
Garage/laundry,Other,117.517,Other
Garage/Living Room,Other,361.267,Other
Garage/Porch Lts,Other,108.55799999999999,Other
Garage/Utility/Hall,Other,68.168,Other
Garbage Disposal,Garbage Disposal,0,Appliances
Garbage Disposal,Other,0.2,Other
Garbage Disposal,Garbage Disposal,130.7,Appliances
Garbage Disposal,Other,23.562,Other
Garbage Disposal / Kitchen Dining Lts,Other,65.467,Other
Garbage Disposal & Insta-hot,Garbage Disposal,109.847,Appliances
Garden,Other,0,Other
Gareage,Other,82.495,Other
Gas Cooktop Power,Stove/Oven/Range,11.898,Appliances
Gas Dryer,Clothes Dryer,7.983,Appliances
Gas Furnace,Gas Furnace (Component),5316.4039999999995,Heating
Gas Furnace/Central Fan,Gas Furnace (Component),345.063,Heating
"Gas Range, Trash",Other,14.888,Other
Gas-fired Furnace & Indoor Supply Fan,Gas Furnace (Component),388.969,Heating
General 1,Other,291.488,Other
General 2,Other,51.894999999999996,Other
General Lighting,Other,292.997,Other
General Lighting 1,Other,57.711999999999996,Other
General Lighting 2,Other,53.653999999999996,Other
Generator- Gas Powered,Other,0.002,Other
GFCI,Other,96.629,Other
GFCI Kitchen Plugs,Other,120.76100000000001,Other
GFI,Other,40.873,Other
GFI - Bath,Other,1.921,Other
GFI + Hot Tub,Hot Tub,103.947,Other
GFI Breaker,Other,0.904,Other
GFI Breaker Circuit,Other,9.327,Other
GFI Outlet,Other,11.106,Other
GFI Outlet/circuit,Other,24.969,Other
GFI Protected Outlets,Other,0.005,Other
GFI-Bath Recept,Other,29.773,Other
Golf Outlets,Other,39.052,Other
Great Room & Hallway/den,Other,299.552,Other
Great Room Lights/plugs,Other,573.9,Other
"Great Room Lights/plugs, Garage/entry Lights/plugs",Other,784.103,Other
Greenhouse,Other,268.221,Other
Greenhouse Lights And Outlets,Other,0.353,Other
"Guest Bath, Upstairs Bath",Other,5.955,Other
Guest Bedroom / Hall Bath,Other,50.258,Other
H20 Tank,Other,0.034,Other
Hall & Bath Lights,Other,0.643,Other
Hall And Bedrooms,Other,26.189,Other
"Hall Bath, Lights, Upstairs Bed Outlets",Other,340.284,Other
Hall Circuit,Other,1569.634,Other
Hall Living Room Lights,Other,97.273,Other
"Hall, Study, Living Room, Dining Room",Other,52.747,Other
Hall/master Bath,Other,100.232,Other
Halllway And Master Lights,Other,531.716,Other
